id,pattern,token_count,update_date,label,para
1912.0313,"data, dataset",221,,,"Mental disorders manifest in behavior that is driven by disruptions in brain dynamics [1, 2]. Functional MRI captures the nuances of spatio-temporal dynamics that could potentially provide clues to the causes of mental disorders and enable early diagnosis. However, the obtained data for a single subject is of high dimensionality m and to be useful for learning, and statistical analysis, one needs to collect datasets with a large number of subjects n. Yet, for any kind of a disorder, demographics or other types of conditions, a single study is rarely able to amass datasets large enough to go out of the m (cid:29) n mode. Traditionally this is approached by handcrafting features [3] of much smaller dimension, effectively reducing m via dimensionality reduction. Often, the dynamics of brain function in these representations vanishes into proxy features such as correlation matrices of functional network connectivity (FNC) [4]. Efforts that pull together data from various studies and increase n do exist, but it is difﬁcult to generalize to study of smaller and more speciﬁc disease populations that cannot be shared to become a part of these pools or are too different from the data in them."
1912.0313,"data, dataset",71,,,"points. We use two hold-out sets of size 100 each respectively for validation and test purpose. The remaining data are used for downstream training i.e., autism vs. HC classiﬁcation. Like COBRE dataset, with 140 time points, we create 53 × 20-sized windows with no overlapping resulting in 7 windows for each subject. Refer to Figure 11 for the details of the experimental results."
1912.0313,"data, dataset",93,,,"For experiments on the downstream tasks, a hold out is selected for testing and is never used through the training/validation phase. For each downstream task, the number of subjects used for supervised training is gradually increased within a range to observe the effectiveness of pretraining in downstream task with varied number of training subjects . For each experiment, 10 trials are performed to ensure random selection of training subjects and, in each case, the performance is evaluated on the hold out dataset (test data)."
1912.0313,"data, dataset",94,,,"For brain data, each of the models (FPT, UFPT, NPT) yields the best results based on its respective gain value of Xavier [43] initialization used for biLSTM. To ﬁnd the best gain value for each model, 20 values in the range 0 − 1 are tried with an increment of 0.05. For each value, 10 experiments are performed and best value is chosen based on the results on validation dataset. Refer to Table 1 for more parametric details of the models."
1912.0313,"data, dataset",98,,,"15306090120Number of Subjects Per Class0.30.40.50.60.70.80.9AUCSTDIM vs AutoencoderNPTUFPT_STDIMFPT_STDIMUFPT_AutoencoderFPT_AutoencoderLibriSpeech+Mel-SpectrogramCoffee ShopBackgroundSpeech Commands    (Cat)Coffee ShopBackground+Mel-SpectrogramPre-TrainingTraining00.511.52Time0512102420484096HZMel-frequency spectrogram-80 dB-70 dB-60 dB-50 dB-40 dB-30 dB-20 dB-10 dB+0 dB1111TTTT/2051015Time0512102420484096HZMel-frequency spectrogram-80 dB-70 dB-60 dB-50 dB-40 dB-30 dB-20 dB-10 dBResearch Excellence) [49] project, from the release 1.0 of ABIDE (Autism Brain Imaging Data Exchange3) [50] and from release 3.0 of OASIS (Open Access Series of Imaging Studies4) [51]. Written informed consent was obtained from all participants of each dataset under protocols approved by the institutional review board (IRB)."
1912.0313,"data, dataset provided",53,,,"Data for Alzheimer’s was provided by OASIS-3: Principal Investigators: T. Benzinger, D. Marcus, J. Morris; NIH P50AG00561, P30NS09857781, P01AG026276, P01AG003991, UL1TR000448, R01AG043434, R01EB009352. AV-45 doses were provided by Avid Radiopharmaceuticals, a wholly owned subsidiary of Eli Lilly."
1912.0313,"data, dataset provided",60,,,"Data for healthy subjects was provided [in part] by the Human Connectome Project, WU-Minn Consortium (Principal Investigators: David Van Essen and Kamil Ugurbil; 1U54MH091657) funded by the 16 NIH Institutes and Centers that support the NIH Blueprint for Neuroscience Research; and by the McDonnell Center for Systems Neuroscience at Washington University."
1912.0313,"data, dataset provided",82,,,"15255075100120Number of Subjects Per Class0.400.450.500.550.600.650.70AUCOASISFPTUFPTNPTAutism data was provided by ABIDE. We acknowledge primary support for the work by Adriana Di Martino provided by the (NIMH K23MH087770) and the Leon Levy Foundation and primary support for the work by Michael P. Milham and the INDI team was provided by gifts from Joseph P. Healy and the Stavros Niarchos Foundation to the Child Mind Institute, as well as by an NIMH award to MPM (NIMH R03MH096321)."
1912.0313,"data, dataset, publicly available, data available",158,,,"Our goal is to enable the direct study of systems dynamics in smaller datasets. In the case of brain data it, in turn, can enable an analysis of brain function. In this paper, we show how one can achieve signiﬁcant improvement in classiﬁcation directly from dynamical data on small datasets by taking advantage of publicly available large but unrelated datasets. We demonstrate that it is possible to train a model in a self-supervised manner on dynamics of healthy control subjects from the Human Connectome Project (HCP) [5] and apply the pre-trained encoder to a completely different data collected across multiple sites from healthy controls and patients. We show that pre-training on dynamics allows the encoder to generalize across a number of datasets and a wide range of disorders: schizophrenia, autism, and Alzheimer’s disease. Importantly, we show that learnt dy 1"
1912.0313,"data, dataset, used dataset",70,,,"Next, we apply the same unsupervised pre-training method to brain imagining data. For encoder pre-training, we use HCP [5] consortium dataset and apply the pre-trained encoder for further downstream tasks. We apply the same pre-trained encoder for three different types of diseases spanning four datasets to classify schizophrenia, autism and Alzheimer’s diseases. We use resting fMRI data for all brain"
1912.0313,database,11,,,"L. Fei-Fei. Image Database. In CVPR09, 2009."
1912.0313,dataset,10,,,"Learnt dynamics generalizes across tasks, datasets, and populations"
1912.0313,dataset,101,,,"The dataset OASIS [51] has total 372 subjects with equal number (186) of HC and AZ patients. We use two holdout sets each of size 64 respectively for validation and test purpose. The remaining are used for supervised training. Unlike other datasets described earlier, it has only 120 time points though the number of non-noise componets is same (53) as other datasets. With 120 time points, we use six 53 × 20-sized non-overlapping windows for each subject. Refer to Figure 12 for the details of the experiments."
1912.0313,dataset,104,,,"Figure 5. Left: For pre-training, we combine audio ﬁles from LibriSpeech dataset with background noise of coffee shop. T is the length of audio ﬁles which ranges from 1 to 20 seconds. Right: For training, we superimpose a T/2 length audio of word ""cat"" padded with T/2 zeros onto a background noise of coffee shop of length T (T = 2). For both pre-training and training, we calculate the mel-spectrogram of the combined audio ﬁles that results in a matrix of size components × time courses for each audio ﬁle."
1912.0313,dataset,111,,,"First, we generate 50 VAR times series with size 10 × 20000. Then we split our dataset to 50 × 10 × 14000 samples for training, 50 × 10 × 4000 —for validation and 50 × 10 × 2000 — for testing. Using these samples, We pre-train an encoder to learn consecutive windows (positive examples) from the same VAR time series. As mentioned in Section 3.1.2, we also use autoencoder for pre-training the same encoder and show the effectiveness of ST-DIM to learn time-series dynamics in self-supervised manner. After pretraining, we use our pre-trained encoder for complete-time series classiﬁcation."
1912.0313,dataset,141,,,"In most cases, due to practical reasons, researchers in brain imaging are constrained to work with small datasets. In addition, earlier work [26, 27] in brain imaging have been based on unsupervised methods to learn the dynamics and structure of the brain while supervised approaches are used to perform predictions at individual level. Such unsupervised methods include models as linear ICA [28], HMM framework [29]. Moreover, some other nonlinear approaches are also proposed to capture the dynamics. Examples include using Restricted Boltzman Machines (RBMs) [30], RNN modiﬁcation of ICA [31], and reconstructions by recurrent U-Net architecture [32]. In some cases, where dataset is very small, transfer learning as observed in some neuroimaging"
1912.0313,dataset,142,,,"Let D = {(ut, vs) : 1 ≤ t, s ≤ N, t (cid:54)= s} be a dataset of pairs of values at time point t and s sampled from sequence with length N . Then D+ = {(ut, vs) : 1 ≤ t ≤ N − 1, s = t + 1} is called a dataset of positive pairs and D− = {(ut, vs) : 1 ≤ t, s ≤ N, s (cid:54)= t + 1} — of negative pairs. The dataset D+ refers to a joint distribution and D− — a marginal distribution. Eventually, the lower bound with InfoNCE estimator [37] If (D+) is deﬁned as:"
1912.0313,dataset,19,,,[46] Pete Warden. Speech commands: A dataset for limited vocabulary speech recognition. 2018.
1912.0313,dataset,2,,,4.4.1 Datasets
1912.0313,dataset,23,,,"For schizophrenia classiﬁcation, we conduct experiments on two different datasets, FBIRN [48] and COBRE [49]. The"
1912.0313,dataset,30,,,"Four datasets used in this study are collected from the FBIRN (Function Biomedical Informatics Research Network2) [48] project, from the COBRE (Center of Biomedical"
1912.0313,dataset,32,,,"As we have demonstrated, self-supervised pre-training of a spatiotemporal encoder gives signiﬁcant improvement on the downstream tasks in both keyword detection and brain imaging datasets. Pre-training on fMRI of healthy"
1912.0313,dataset,34,,,"Figure 11. AUC scores for all the three models on ABIDE dataset. Like experiments on FBIRN and COBRE, it is evident that the pre-trained models consistently perform better than NPT."
1912.0313,dataset,34,,,"The dataset ABIDE has total 569 subjects, of which, 255 are HC and 314 are affected with autism. Like other datasets, each subject has 53 non-noise components with 140 time"
1912.0313,dataset,43,,,"Our method is two fold. We ﬁrst pre-train our encoder on large unrelated dataset to learn improved representation of the latent factors, and then use the pre-trained encoder for downstream task. We explain both steps in the following sections."
1912.0313,dataset,49,,,"Figure 10. AUC scores for all the three models on COBRE dataset. It is obvious that even with 15 subjects for training, FPT outperforms NPT noticeably, that is, the difference between two median AUC scores is remarkable ((cid:39) 0.15)."
1912.0313,dataset,51,,,"Figure 9. AUC scores for all the three models (Refer to Figure 3) on FBIRN dataset. It is noticeable that even with only 15 subjects for supervised training, the median AUC scores of FPT and NPT differ by a large margin (10%)."
1912.0313,dataset,53,,,"Figure 12. AUC scores for all the models on OASIS dataset. As we continue increasing the number of subjects, the pre-trained models start learning and thus improve their respective scores. However, notice that the NPT model even with 120 subjects didn’t signiﬁcantly improve its predictability."
1912.0313,dataset,56,,,"Figure 4. Area Under Curve (AUC) scores for VAR vs. SVAR time-series classiﬁcation using ST-DIM and autoencoder based pre-training methods. ST-DIM based pre-training greatly improves the performance of downstream task with small datasets. On the other side, autoencoder based pre-training fails to learn dynamics and thus exhibits poor performance."
1912.0313,dataset,59,,,"Out of all the available subjects, we select 416 which have large number of time points (N (cid:62) 20k). We use 300 subjects for training and 116 for validation. For pretraining, we use the algorithm as described in section 3.1.1 and achieve accuracy of ∼ 0.95 on the validation dataset."
1912.0313,dataset,61,,,15255075100Number of Subjects Per Class0.500.550.600.650.700.750.80AUCFBIRNFPTUFPTNPT152540Number of Subjects Per Class0.40.50.60.70.8AUCCOBREFPTUFPTNPT15255075100150Number of Subjects Per Class0.350.400.450.500.550.600.650.70AUCABIDEFPTUFPTNPT7.29 years. Refer to Figure 7 for the demographic information of all the datasets. The dissimilarity in the age range is supposed to cause signiﬁcant difference between these two datasets as the structure of brain and thought process of children is obviously different than adults.
1912.0313,dataset,69,,,"For each dataset, 100 ICA components as shown in Figure 8 are acquired using the same procedure described in [52]. However, only 53 non-noise components as determined per slice (time point) are used in pre-training of encoder and on downstream task. For experiments, including both pretraining and classiﬁcation the fMRI sequence is divided into windows of 20 time points."
1912.0313,dataset,89,,,"Trained): The pre-trained encoder is not further trained on the dataset of downstream task, 2) UFPT (Unfrozen PreTrained): The pre-trained encoder is further trained on the dataset of downstream task and 3) NPT (Not Pre-trained): The encoder is not pre-trained at all and only trained on the small dataset of downstream task. The models are shown in Figure 3. In each experiment, we compare all three models to demonstrate the effectiveness of unsupervised pre-training."
1912.0313,dataset,94,,,"To show the broad implications of unsupervised pretraining, we ﬁrst apply it to a simple problem of keyword detection in audio ﬁles. We choose this problem as it has many practical applications (e.g., virtual assistants in smart phones, robots). We use LibriSpeech ASR corpus [45] for pre-training and Speech Commands Dataset [46] for supervised training. The audio ﬁles of both datasets are combined with a background noise of coffee shop collected from [47] to make pre-training and classiﬁcation harder."
1912.0313,"dataset, used dataset",108,,,"As seen in the ﬁgure, same pre-trained encoder performs reasonably better than NPT for autism vs. HC classiﬁcation and thus reinforces our hypothesis that unsupervised pretraining learns signal dynamics useful for downstream tasks. Note the difference between age ranges of ABIDE and HCP datasets. The age range of ABIDE is much lower than that of HCP dataset used for pre-training. HCP dataset contains subjects of different ages with means 30.01 and 28.48, medians 30 and 28, and standard deviations 3.522 and 3.665 years respectively for female and male, whereas ABIDE dataset has overall mean 17.04, median 15.40 and standard deviation"
1912.09621,"code, code available",88,04/21/22,0,"Images from digital microscopy are captured under different illumination conditions. To aid our classification architecture, we preprocess the images using a color constancy technique [10, 11] to maintain the color contrast across all images. Later, we resize the images to match with the ResNet and GoogLeNet architectures. Figures 4 and 5 present the results obtained using the color constancy preprocessing for different images [10]. The code utilized for color constancy is available at [11]."
1912.09621,data,156,,,"Computer-aided detection has been a research area attracting great interest in the past decade. Machine learning algorithms have been utilized extensively for this application as they provide a valuable second opinion to the doctors. Despite several machine learning models being available for medical imaging applications, not many have been implemented in the real-world due to the uninterpretable nature of the decisions made by the network. In this paper, we investigate the results provided by deep neural networks for the detection of malaria, diabetic retinopathy, brain tumor, and tuberculosis in different imaging modalities. We visualize the class activation mappings for all the applications in order to enhance the understanding of these networks. This type of visualization, along with the corresponding network performance metrics, would aid the data science experts in better understanding of their models as well as assisting doctors in their decision-making process."
1912.09621,data,206,,,"This paper describes a study that supports the apprehension of the results predicted by deep neural networks applied towards medical imaging analysis. Several machine learning and deep learning architectures have been proposed in the literature for automated Computer-Aided Detection (CAD) tools for various applications [1-4]. In the past few years, deep learning networks have been used widely in medical imaging applications [1, 3]. Residual Networks (ResNet) [5] and GoogLeNet [6] are some of the most popular networks used in this field. The availability of a vast variety of networks raises the question of choosing the optimal network for a given disease/condition. In a data science perspective, optimal results could be measured in terms of overall accuracy, confusion matrix, precision, recall, Receiver Operating Characteristics (ROC) curve, or any other performance metric. However, these optimal results might not be satisfactory for the doctors if the results are not interpretable. Determining the Region of Interest (ROI) that contributed to the decision making of the network will enhance the understanding for both data science experts and clinicians."
1912.09621,"data available, dataset",3,,,5.1. Dataset
1912.09621,"data available, dataset, dataset provided",3,,,2.1. Dataset
1912.09621,"data available, dataset, dataset provided",3,,,3.1. Dataset
1912.09621,"data available, dataset, dataset provided",3,,,4.1. Dataset
1912.09621,"data, dataset",213,,,"In addition, we have presented a comprehensive study of these algorithms based on their CAM results. This type of CAD system would let the medical expert analyst choose the algorithm based on their discretion in terms of CAM results, overall accuracy, AUC, or any other performance metric along with computation time and memory consumption. CAM results could be utilized by data science experts to further optimize their respective models in terms of architecture and/or preprocessing techniques. This type of CAM study would also assist the researchers in understanding the discriminative regions determined by various architectures in different imaging modalities. For instance, if an architecture achieves a high CAD detection accuracy for a particular dataset but the discriminative region determined using CAM is present in an unrelated area, performance metrics might mislead both data science researchers and medical expert analysts. Hence, CAM visualization would provide the necessary documentation for the medical expert analysts to enhance the trust in CAD system. This research can be further extended by studying the ROI determined by CAM by changing different hyper-parameters and how they evolve throughout the epochs. Another way to extend this research is by fusing CAM regions determined using different architectures."
1912.09621,"data, dataset",59,,,"For this application, we perform a hold-out validation study. We split the dataset into groups of 80% and 20% for training and testing respectively. We utilize a subset of 10% from our training data for validation purpose in order to fine-tune our hyperparameters. Table 1 presents the distribution of the dataset."
1912.09621,"data, dataset, publicly available",98,,,"To maintain the homogeneity across all these applications, we solely study the performance of transfer learning approaches using GoogLeNet and ResNet. Figure 1 presents the top-level block diagram of the transfer learning methodology adopted in this study. We implement these techniques for publicly available datasets thereby setting a new benchmark for each application. Results presented for the publicly available datasets would grant the capability for researchers to replicate and enhance them further. This type of analysis would assist the doctors and data science experts in selecting the optimal model of their choice."
1912.09621,dataset,115,,,"For this application, due to the limited availability of images, we perform a 10-fold validation study. We believe 10-fold validation would give a better estimate of our performance. We train 10 different networks based on 9 folds and test on the remaining fold in each iteration. For each fold, we train and tune our hyper-parameters solely based on the images from training fold. We make sure to exclude the testing fold in any manner to conduct a rigorous study. Note that we utilize the same set of cases in each fold for the architectures implemented. Overall distribution of the dataset is presented in Table 5."
1912.09621,dataset,135,,,"Figures 21 and 22 present the CAM results obtained for two different cases from the brain tumor dataset. Figure 21 presents the results for the case marked as ‘positive brain tumor’ by the trained clinician and our algorithm accurately predicts the same. The discriminative region is near the tumor portion which would help the doctors pinpoint important features, spatially. Figure 22 presents the results for the case marked as ‘negative brain tumor’ and the visualization behind algorithm’s prediction. CAM visualization for 26 (one test fold) different cases using our approach is available at [17]. This type of automated CAD technology for brain tumor detection would assist the doctors in providing a valuable second opinion and enhancing their workflow."
1912.09621,dataset,147,,,"In this section, we study the CAM results obtained using GoogLeNet and ResNet. Figures 8 and 9 present the CAM results obtained for two different cases from the malaria dataset using our proposed approach. Figure 8 presents the results for the case marked as parasitized by the expert reader, and our algorithm not only accurately predicts the same but also presents the discriminative region that contributed the most to its decision. The ROI is around the red spot containing plasmodium. Figure 9 presents the results for the case marked as uninfected. CAM visualization for 100 different cases using our presented approach is available at [12]. Typically, ResNet CAM converges to a smaller ROI in comparison to GoogLeNet. This type of automated CAD technology for malaria detection would assist the microscopists and enhance their workflow."
1912.09621,dataset,155,,,"Figures 14 and 15 present the CAM results obtained for two different test cases from the APTOS dataset using our proposed approach. Figure 14 presents the results for a case marked as ‘positive DR’ by the expert clinicians. It is also interesting to note that CAM results presented by GoogLeNet and ResNet for DR detection have minimal intersection despite exhibiting similar performance, which could affect an expert clinician’s choice of network. Figure 15 presents the results for a case marked as ‘negative DR’ by an expert clinician and the discriminative region for this case is near the retinal portion. CAM visualization for 60 different cases using our presented approach is available at [15]. This type of automated CAD technology for DR detection could be implemented for immediate solutions and could be applied in places with scarcity of such expert clinicians."
1912.09621,dataset,3,,,Type of Dataset
1912.09621,dataset,49,,,"Similar to brain tumor detection, due to the limited availability of images, we perform a 10-fold validation study. Overall distribution of the dataset is presented in Table 7. There is no additional preprocessing except converting these images into the input size for the network."
1912.09621,dataset,6,,,Table 7: Tuberculosis dataset distribution
1912.09621,dataset,66,,,"Similar to malaria detection (Section 2), we perform a hold-out validation study. We split the dataset into groups of 72%, 8%, and 20% for training, validation, and testing respectively. Table 3 presents the distribution of each dataset. There is no preprocessing except converting these images into the input size of the network."
1912.09621,dataset,67,,,"The remainder of this paper is organized as follows. Sections 2-5 present the results obtained for CAD of malaria, DR, brain tumor, and tuberculosis respectively. In each of these sections, we describe the dataset along with the experimental results obtained in terms of both performance metrics and CAM results. Finally, discussions and conclusions are offered in Section 6."
1912.09621,dataset,7,,,Table 1: Malaria dataset distribution.
1912.09621,dataset,7,,,Table 3: DR dataset distribution.
1912.09621,dataset,8,,,Table 5: Brain Tumor dataset distribution.
1912.09621,dataset,92,,,"MRI scans contain text information for some cases, which are not essential for classification and might mislead our deep neural networks. Hence, we preprocess MRI scans by cropping ROI of brain and removing any additional text from the image using simple morphological operations. In addition, we perform histogram equalization to enhance and maintain the contrast across the dataset. Later, we resize the images to match with the input of ResNet and GoogLeNet architectures. Figure 18 presents the results obtained using these preprocessing techniques."
1912.09621,"dataset, data https",17,,,"[16] Brain Tumor Dataset, https://www.kaggle.com/navoneel/brain-mri-images-for-brain-tumordetection, Accessed December 7, 2019."
1912.09621,"dataset, data https",18,,,"[13] Kaggle Diabetic Retinopathy Dataset, https://www.kaggle.com/c/diabetic-retinopathydetection/overview, Accessed December 7, 2019."
1912.09621,"dataset, data https",21,,,"[8] Malaria Dataset, National Institutes of Health, https://ceb.nlm.nih.gov/repositories/malariadatasets/ , Accessed December 8, 2019."
1912.09621,"dataset, publicly available, dataset provided, used dataset",48,,,We make use of the publicly available Shenzhen dataset [19] provided for the classification of chest radiographs. This dataset contains a total of 662 images. Figures 23 and 24 present sample images marked as ‘Normal’ and ‘Tuberculosis’ by radiologists.
1912.09621,"dataset, publicly available, used dataset",136,,,"We make use of a publicly available dataset provided by the Asia Pacific Tele-Ophthalmology Society (APTOS) 2019 on Kaggle [14] to detect DR in retinal images. In this dataset, 3662 retinal images are graded by expert clinicians at Aravind Eye Hospital, India into 5 different categories: (i) Negative DR, (ii) Mild DR, (iii) Moderate DR, (iv) Proliferative DR, and (v) Severe DR. In this research, we solely focus on the detection of DR, hence, we merge all the mild, moderate, proliferative and severe cases into a single category ‘positive DR’. Figures 10 and 11 present sample images marked in different categories by expert clinicians."
1912.09621,"dataset, publicly available, used dataset",68,,,We make use of a publicly available dataset provided on Kaggle [16] for the classification of MRI scans. The dataset contains a total of 253 images classified into two different categories ‘positive’ and ‘negative’ brain tumor. Figures 16 and 17 present sample images marked as ‘positive brain tumor’ and ‘negative brain tumor’ by trained clinicians.
1912.09621,"dataset, publicly available, used dataset",84,,,"We make use of a publicly available dataset provided by the National Institutes of Health (NIH) for the classification of cell images [8, 9]. Any cell image that contains plasmodium is marked as ‘parasitized’ by expert analysts and ‘uninfected’ otherwise. The dataset contains a total of 27,558 images with equal distribution of parasitized and uninfected cells. Figures 2 and 3 present sample images marked as parasitized and uninfected by expert readers."
2002.00512,code,55,,,"[32] M. Torrent, F. Jollet, F. Bottin, G. Zérah;, and X. Gonze, Implementation of the projector augmentedwave method in the ABINIT code: Application to the study of iron under pressure, Computational Materials Science, 42 (2008), pp. 337 – 351."
2002.00512,code,94,,,"The numerical results using a Julia [1] homemade code are summarized in the following ﬁgures with Z = 3, R = 1 and L = 5. The atomic PAW function φk are the eigenfunctions of the hydrogenoid atom. For the pseudo atomic function (cid:101)φk, continuity of the function and of the ﬁrst four derivatives are enforced (i.e. d = 5). The lowest eigenvalue is computed using a conjugate-gradient algorithm stopped when the norm of the residual is less than 10−5."
2002.00512,data,43,,,"[17] F. Jollet, M. Torrent, and N. Holzwarth, Generation of Projector Augmented-Wave atomic data: A 71 element validated table in the XML format, Computer Physics Communications, 185 (2014), pp. 1246–1254."
2002.04279,code,15,,,"● Software that checks text-based documents, source code, or both (Chowdhury &"
2002.04279,data,126,,,"Since the analysis and interpretation of the data are quite sensitive, we approached this period with the utmost care. As suggested by Guba and Lincoln (1989), member check is an effective technique for establishing the trustworthiness criteria in qualitative studies. Therefore, having analyzed and reported the data, we sent a preprint of the results to the vendors. Team members closely evaluated the issues raised by the vendors. Not all of them were able to be addressed in this paper, but as many as possible were incorporated. Because of the rigorous efforts to establish the validity of the results and the reliability of the study in this process, this study was further delayed."
2002.04279,data,18,,,"Journal of Data Mining and Knowledge Discovery, 2(2), 50–53. doi: 10.11648/j.ajdmkd.20170202.12"
2002.04279,data,21,,,This research did not receive any external funding. HTW Berlin provided funding for openly publishing the data and materials.
2002.04279,data,36,,,"5. Because of European data privacy laws, for higher education institutions in the EU it must be certain that the companies are only using servers in the EU if they are storing material."
2002.04279,data,5,,,Availability of data and materials
2002.04279,data,64,,,"Sorokina, D., Gehrke, J., Warner, S., & Ginsparg, P. (2006, December). Plagiarism detection in arXiv. In J. Liu & B. W. Wah (Eds.), Proceedings of the Sixth International Conference on Data Mining (ICDM'06). Hong Kong. (pp. 1070–1075). doi: 10.1109/ICDM.2006.147"
2002.04279,"data, data available",125,,,"Our testing took place between Nov 2018 and May 2019. During this time, we tested both coverage and usability. An additional test of multi-source document took place between August and November 2019. Since the present research did not benefit from any funding, the researchers were expected to fulfill their institutional workloads during the research period. Considering the size of the project team from various countries, we could make significant progress only during semester breaks, which explains the length of the testing process. It should be noted that we tested what the systems offered at the time of data collection. We used features that were allowed by the access given to us by the vendors."
2002.04279,"data, publicly available, data available",14,,,Data and materials used in this project are publicly available from http://www.academicintegrity.eu/wp/wg-testing/
2002.04279,database,105,,,"As has been shown in other investigations (Weber-Wulff et al., 2013) translation plagiarism is very seldom picked up by software systems. The worst performance of the systems in this test was indeed the translation plagiarism, with one notable exception—Akademia. This system is the only one that performs semantic analysis and allows users to choose the translation language. Unfortunately, their database—with respect to the languages of our testing—is much smaller than the database of other systems. However, the performance drop between copypaste and translation plagiarism is much smaller for Akademia than for the other systems."
2002.04279,database,107,,,"PlagScan presents itself as a plagiarism checker. It is operated by the German company PlagScan GmbH and was launched in 2009. They state that they have more than 1,500 organizations as customers. Although they focus on higher education, high schools, and businesses, PlagScan is also available for single users. They search the internet using MS Bing, published academic articles, their so-called “Plagiarism Prevention Pool”, and optionally a customer’s own database. PlagScan offers multiple pricing plans for each type of customer, there are apparently also now options for a free trial."
2002.04279,database,108,,,"One aspect of Wikipedia sources that is not adequately addressed by the text-matching software systems is the proliferation of Wikipedia copies on the internet. As discussed in Weber-Wulff et al. (2013), this can lead to the appearance of many smallish text matches instead of one large one. In particular, this can happen if the copy of the ever-changing Wikipedia in the database of the software system is relatively old and the copies on the internet are from newer versions. A careless teacher may draw false conclusions if they focus only on the quantity of Wikipedia similarities in the report."
2002.04279,database,13,,,"2. Text-matching systems that maintain a database of potential sources, employ"
2002.04279,database,139,,,"The Croatian researchers Birkić, Celjak, Cundeković, and Rako (2016) tested four tools that are widely used in Europe and have the possibility to be used at the national and institutional level. They compared such criteria as the existence of an API (application programming interface) and the possibility to integrate it as a plug-in for learning management systems, database scope, size of the user community, and other criteria. The researchers tested the tools using two papers for each type of submission: journal articles, conference papers, master’s and doctoral theses, and student papers. However, they did not include different types of plagiarism and evaluated the checking process with a focus on quote recognition, tool limitations, and interface intuitiveness."
2002.04279,database,151,,,"Turnitin was founded in 1999 by four students and grew to be an internationally known company. In 2014, they acquired the Dutch system Ephorus and “joined forces” (Ephorus, 2015). In 2019 they themselves were taken over by a US investment company, Advance (Turnitin, 2019). With a focus on institutional users only, they are used by 15,000 institutions in 150 countries. Turnitin uses its own crawler to search the web including also an archive of all previously indexed web pages (Turnitin, n.d.). Turnitin further compares the texts against published academic articles, as well as their own database of all assignments which have ever been submitted to the system, and optionally institutional databases. They are also developing many additional software tools for educators to use in teaching and giving feedback."
2002.04279,database,156,,,"Luparenko (2014) tested 22 tools that were selected as popular ones based on an analysis of scientific literature and web sources. She considered many criteria related to functional specification (such as type, availability of free trial mode, need for mandatory registration at a website, number of users that have access to the program, database, acceptable file formats, etc.) and also checked the performance of the tools using one scientific paper in the Ukrainian language and another one in English. Moreover, the checking was done using three different methods: entering the text in the field of website, uploading a file, and submitting the URL of the article. She measured the checking time and evaluated the quality of the report provided by tools, as well as reported the percentage of unique text found in each of the articles."
2002.04279,database,166,,,"As for the general testing, the results are highly consistent with the Wikipedia results which contributes the validity of the single-source and multi-source testing. Again, in single-source documents, Urkund obtained the highest score, while PlagAware is the best performing system in multi-source documents. Dupli Checker, DPV and intihal.net obtained the least scores in both categories. Most of the systems demonstrated better performance for multi-source documents than for single-source ones. This is most probably explained by the chances the systems had for having access to a source. If one source was missing in the tool’s database, it had no chance to identify the text match. The use of multiple sources gave the tools multiple chances of identifying at least one of the sources. This points out quite clearly the issue of false negatives: even if a text-matching tool does not identify a source, the text can still be plagiarized."
2002.04279,database,249,,,"Viper presents itself as a plagiarism checker. It was founded in 2007. Viper focuses on all types of customers; the pricing is based on the pay-as-you-go principle. Currently, it is owned by All Answers Limited (2019), which according to the information at the website, gives an impression of an essay mill. It is interesting to see the progress in the way Viper uses the uploaded content on their “Terms and conditions” page. In 2016 the page stated ""[w]hen you scan a document, you agree that 9 months after completion of your scan, we will automatically upload your essay to our student essays database which will appear on one of our network of websites so that other students may use it to help them write their own essays"" (Viper, 2016). The time span was shortened to 3 months some time afterwards (Viper, 2019a). These paragraphs have been removed from the current version of the page (Viper, 2019b). On a different page, it is noted that ""[w]hen you scan your work for plagiarism using Viper Premium it will never be published on any of our study sites"" (Viper, 2019c). In e-mail communication, Viper claims that they are not using any essay without the author's explicit consent."
2002.04279,database,25,,,Innovation Centre Kosovo (2018). An Albanian Academic Database and a Qualitative AntiPlagiarism System created by Akademia. Retrieved from https://ickosovo.com/news/post/an-albanian-academic-database-and-a-qualitative-antiplagiarism-system-crea
2002.04279,database,90,,,"Source-based coverage testing was made using four types of sources; Wikipedia, openaccess papers, a student thesis and online articles. For many students, Wikipedia is the starting point for research (Howard & Davies, 2009), and thus can be regarded as one of the primary sources for plagiarists. Since a Wikipedia database is freely available, it is expected that Wikipedia texts should easily be identifiable. Testing the tools with Wikipedia texts demonstrates the fundamental ability to catch text matches."
2002.04279,database,92,,,"Copyscape declares itself to be a plagiarism checker. The primary aim is to provide a tool for owners of websites to check if their original content was not used by others. They also provide a service of regular checks and email alerts. Copyscape, which started in 2004 (Greenspan, 2019), is operated by a private company, Indigo Stream Technologies Ltd., which is apparently based in Gibraltar. It does not have its own database but uses Google services to crawl the web."
